DrugBank ID,Name,CAS Number,Drug Type,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,PharmGKB ID,HET ID,UniProt ID,UniProt Title,GenBank ID,DPD ID,RxList Link,Pdrhealth Link,Wikipedia ID,Drugs.com Link,NDC ID,ChemSpider ID,BindingDB ID,TTD ID
DB07139,3-[5-(3-nitrophenyl)thiophen-2-yl]propanoic acid,,SmallMoleculeDrug,,,25210476,99443610,,,53N,,,,"",,,,,,25056818,,
DB07140,"5-[(3R)-3-(5-methoxybiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",,SmallMoleculeDrug,,,25093369,99443611,,,53R,,,,"",,,,,,24691032,25826,
DB07141,"5-[(3R)-3-(5-methoxy-4'-methylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",,SmallMoleculeDrug,,,44144378,99443612,,,53S,,,,"",,,,,,24636429,50298814,
DB07142,"5-[(3R)-3-(5-methoxy-3',5'-dimethylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",,SmallMoleculeDrug,,,44144379,99443613,,,53T,,,,"",,,,,,24639403,50298810,
DB07143,D-phenylalanyl-N-benzyl-L-prolinamide,,SmallMoleculeDrug,,,25113125,99443614,,,53U,,,,"",,,,,,23200354,50133518,
DB07144,"5-[(3R)-3-(5-methoxy-2',6'-dimethylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",,SmallMoleculeDrug,,,44144380,99443615,,,53V,,,,"",,,,,,24637592,50298828,
DB07145,(2R)-N-HYDROXY-2-[(3S)-3-METHYL-3-{4-[(2-METHYLQUINOLIN-4-YL)METHOXY]PHENYL}-2-OXOPYRROLIDIN-1-YL]PROPANAMIDE,,SmallMoleculeDrug,,,6914621,99443616,40083,,541,,,,"",,,,,,5290501,26526,
DB07146,"2,3-DIPHENYL-N-(2-PIPERAZIN-1-YLETHYL)FURO[2,3-B]PYRIDIN-4-AMINE",,SmallMoleculeDrug,,,11553058,99443617,,,547,,,,"",,,,,,9727836,17716,
DB07147,"methyl (1R,2S)-2-(hydroxycarbamoyl)-1-{4-[(2-methylquinolin-4-yl)methoxy]benzyl}cyclopropanecarboxylate",,SmallMoleculeDrug,,,24800833,99443618,,,550,,,,"",,,,,,23325936,23484,
DB07148,"(6S)-1-chloro-3-[(4-fluorobenzyl)oxy]-6-(pyrrolidin-1-ylcarbonyl)pyrrolo[1,2-a]pyrazin-4(6H)-one",,SmallMoleculeDrug,,,46937054,99443619,,,552,,,,"",,,,,,25057581,,
DB07149,"(7S)-2-(2-aminopyrimidin-4-yl)-7-(2-fluoroethyl)-1,5,6,7-tetrahydro-4H-pyrrolo[3,2-c]pyridin-4-one",,SmallMoleculeDrug,,,16757525,99443620,,,553,,,,"",,,,,,24720450,27380,
DB07150,4-(4-HYDROXYPHENYL)-1-NAPHTHALDEHYDE OXIME,,SmallMoleculeDrug,,,11357504,99443621,,,555,,,,"",,,,,,19879373,,
DB07151,4-(4-hydroxy-3-methylphenyl)-6-phenylpyrimidin-2(5H)-one,,SmallMoleculeDrug,,,46937055,99443622,,,55E,,,,"",,,,,,25056714,,
DB07152,N-[4-(5-fluoro-6-methylpyridin-2-yl)-5-quinoxalin-6-yl-1H-imidazol-2-yl]acetamide,,SmallMoleculeDrug,,,25138294,99443623,,,55F,,,,"",,,,,,24717855,50255179,
DB07153,"6-methyl-5-[3-methyl-3-(3,4,5-trimethoxyphenyl)but-1-yn-1-yl]pyrimidine-2,4-diamine",,SmallMoleculeDrug,,,25187896,99443624,,,55V,,,,"",,,,,,25056715,50329608,
DB07154,"(3R)-4-[(3R)-3-AMINO-4-(2,4,5-TRIFLUOROPHENYL)BUTANOYL]-3-METHYL-1,4-DIAZEPAN-2-ONE",,SmallMoleculeDrug,,,10450114,99443625,,,565,,,,"",,,,,,8625531,13519,
DB07155,(3S)-1-CYCLOHEXYL-5-OXO-N-PHENYLPYRROLIDINE-3-CARBOXAMIDE,,SmallMoleculeDrug,,,2266114,99443626,40149,,566,,,,"",,,,,,1694059,,
DB07156,"(4Z)-6-bromo-4-({[4-(pyrrolidin-1-ylmethyl)phenyl]amino}methylidene)isoquinoline-1,3(2H,4H)-dione",,SmallMoleculeDrug,,,24808489,99443627,,,575,,,,"",,,,,,22376320,,
DB07157,"(5R,6S,8S)-8-[3-(AMINOMETHYL)PHENYL]-6-HYDROXY-5-ISOPROPYL-3-OXO-1-PHENYL-2,7-DIOXA-4-AZA-6-PHOSPHANONAN-9-OIC ACID 6-OXIDE",,SmallMoleculeDrug,,,23653502,99443628,,,578,,,,"",,,,,,25060772,,
DB07158,"5-ETHYL-3-METHYL-1,5-DIHYDRO-4H-PYRAZOLO[4,3-C]QUINOLIN-4-ONE",,SmallMoleculeDrug,,,708346,99443629,,,582,,,,"",,,,,,617662,,
DB07159,"6-({5-fluoro-2-[(3,4,5-trimethoxyphenyl)amino]pyrimidin-4-yl}amino)-2,2-dimethyl-2H-pyrido[3,2-b][1,4]oxazin-3(4H)-one",,SmallMoleculeDrug,,,11213558,99443630,91348,,585,,,,"",,,,,,9388620,60665,
DB07160,"N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCINE",,SmallMoleculeDrug,,,23647357,99443631,,,59A,,,,"",,,,,,25057004,16497,
DB07161,5-phenyl-1H-indazol-3-amine,,SmallMoleculeDrug,,,11492186,99443632,,,5B2,,,,"",,,,,,9666992,50254831,
DB07162,4-(3-amino-1H-indazol-5-yl)-N-tert-butylbenzenesulfonamide,,SmallMoleculeDrug,,,24963047,99443633,,,5B3,,,,"",,,,,,24698486,50254911,
DB07163,5-[(2-AMINOETHYL)AMINO]-6-FLUORO-3-(1H-PYRROL-2-YL)BENZO[CD]INDOL-2(1H)-ONE,,SmallMoleculeDrug,,,447766,99443634,,,5BN,,,,"",,,,,,394766,10122,
DB07164,"N-cyclopropyl-4-pyrazolo[1,5-b]pyridazin-3-ylpyrimidin-2-amine",,SmallMoleculeDrug,,,6918710,99443635,,,5BP,,,,"",,,,,,5293903,50293162,
DB07165,N-(5-CHLORO-BENZO[B]THIOPHEN-3-YLMETHYL)-2-[6-CHLORO-OXO-3-(2-PYRIDIN-2-YL-ETHYLAMINO)-2H-PYRAZIN-1-YL]-ACETAMIDE,,SmallMoleculeDrug,,,46937056,99443636,,,5CB,,,,"",,,,,,25061077,,
DB07167,5-CYANO-FURAN-2-CARBOXYLIC ACID [5-HYDROXYMETHYL-2-(4-METHYL-PIPERIDIN-1-YL)-PHENYL]-AMIDE,,SmallMoleculeDrug,,,9884318,99443638,,,5CN,,,,"",,,,,,8059992,17750,
DB07168,[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]-6-(methylamino)pyrimidin-2-yl}amino)phenyl]acetonitrile,,SmallMoleculeDrug,,,23624249,99443639,,,5CP,,,,"",,,,,,22376329,,
DB07169,"5R-(3,4-DICHLOROPHENYLMETHYL)-3-(2-THIOPHENESULFONYLAMINO)-4-OXO-2-THIONOTHIAZOLIDINE",,SmallMoleculeDrug,,,46937057,99443640,,,5EE,,,,"",,,,,,25058036,,
DB07170,"5'-FLUORO-2',5'-DIDEOXYADENOSINE",,SmallMoleculeDrug,,,15991535,99443641,,,5F1,,,,"",,,,,,13122470,,
DB07171,"5-(2-hydroxyethyl)nonane-1,9-diol",,SmallMoleculeDrug,,,25058136,99443642,,,5HD,,,,"",,,,,,25057525,,
DB07172,"(5R,6E,8Z,11Z,14Z,17Z)-5-hydroxyicosa-6,8,11,14,17-pentaenoic acid",,SmallMoleculeDrug,,,24875302,99443643,,,5HE,,,,"",,,,,,25057526,,
DB07173,"7-(5-DEOXY-BETA-D-RIBOFURANOSYL)-5-IODO-7H-PYRROLO[2,3-D]PYRIMIDIN-4-AMINE",,SmallMoleculeDrug,,,9842606,99443644,,,5I5,,,,"",,,,,,8018321,14486,
DB07174,"6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-4-(3-METHOXYPROPYL)-2,2-DIMETHYL-2H-1,4-BENZOXAZIN-3(4H)-ONE",,SmallMoleculeDrug,,,6914629,99443645,,,5IG,,,,"",,,,,,5290509,17982,
DB07175,N-{2-methyl-5-[(6-phenylpyrimidin-4-yl)amino]phenyl}methanesulfonamide,,SmallMoleculeDrug,,,25138203,99443646,,,5MS,,,,"",,,,,,23344674,26484,
DB07176,5-aminonaphthalene-1-sulfonic acid,,SmallMoleculeDrug,,,6793,99443647,,,5NS,,,,"",,,,,,6535,50308731,
DB07177,"(5E,13E)-11-HYDROXY-9,15-DIOXOPROSTA-5,13-DIEN-1-OIC ACID",,SmallMoleculeDrug,,,5353288,99443648,,,5OP,,,,"",,,,,,,,
DB07178,5-PENTYL-2-PHENOXYPHENOL,,SmallMoleculeDrug,,,5274976,99443649,,,5PP,,,,"",,,,,,4439178,16296,
DB07179,"3-((3-bromo-5-o-tolylpyrazolo[1,5-a]pyrimidin-7-ylamino)methyl)pyridine 1-oxide",,SmallMoleculeDrug,,,11304412,99443650,,,5SC,,,,"",,,,,,9479388,,
DB07180,"5-[(Z)-(5-CHLORO-2-OXO-1,2-DIHYDRO-3H-INDOL-3-YLIDENE)METHYL]-N-(DIETHYLAMINO)ETHYL]-2,4-DIMETHYL-1H-PYRROLE-3-CARBOXAMIDE",,SmallMoleculeDrug,,,11840911,99443651,,,5Z5,,,,"",,,,,,10015416,,
DB07181,"4'-[(1R)-1-amino-2-(2,5-difluorophenyl)ethyl]biphenyl-3-carboxamide",,SmallMoleculeDrug,,,24832041,99443652,,,605,,,,"",,,,,,23329644,50244011,
DB07182,(2S)-2-(3-{[AMINO(IMINO)METHYL]AMINO}PHENYL)-3-[(S)-HYDROXY(3-PHENYLPROPYL)PHOSPHORYL]PROPANOIC ACID,,SmallMoleculeDrug,,,23653500,99443653,,,606,,,,"",,,,,,25057945,,
DB07183,N-(4-phenoxyphenyl)-2-[(pyridin-4-ylmethyl)amino]nicotinamide,,SmallMoleculeDrug,,,16040289,99443654,,,608,,,,"",,,,,,11267767,15019,
DB07184,"6-(cyclohexylsulfanyl)-1-(ethoxymethyl)-5-(1-methylethyl)pyrimidine-2,4(1H,3H)-dione",,SmallMoleculeDrug,,,444706,99443655,62748,,612,,,,"",,,,,,392563,,
DB07185,2-{[(4-CHLOROPHENOXY)ACETYL]AMINO}BENZOIC ACID,,SmallMoleculeDrug,,,708990,99443656,,,617,,,,"",,,,,,618218,,
DB07186,"4-(4-METHYLPIPERAZIN-1-YL)-N-[5-(2-THIENYLACETYL)-1,5-DIHYDROPYRROLO[3,4-C]PYRAZOL-3-YL]BENZAMIDE",,SmallMoleculeDrug,,,11963557,99443657,,,626,,,,"",,,,,,10137725,,
DB07187,6-[(5-CHLORO-3-METHYL-1-BENZOFURAN-2-YL)SULFONYL]PYRIDAZIN-3(2H)-ONE,,SmallMoleculeDrug,,,6420118,99443658,,,62P,,,,"",,,,,,4925683,16315,
DB07188,"(3S)-1-CYCLOHEXYL-N-(3,5-DICHLOROPHENYL)-5-OXOPYRROLIDINE-3-CARBOXAMIDE",,SmallMoleculeDrug,,,1283969,99443659,,,641,,,,"",,,,,,1077055,,
DB07189,"(1S,3R,6S)-4-oxo-6-{4-[(2-phenylquinolin-4-yl)methoxy]phenyl}-5-azaspiro[2.4]heptane-1-carboxylic acid",,SmallMoleculeDrug,,,25049750,99443660,,,642,,,,"",,,,,,25056739,,
DB07190,3-cyclohexyl-D-alanyl-N-(3-chlorobenzyl)-L-prolinamide,,SmallMoleculeDrug,,,42615254,99443661,,,64U,,,,"",,,,,,25052858,50307857,
DB07192,(3S)-N-(3-BROMOPHENYL)-1-CYCLOHEXYL-5-OXOPYRROLIDINE-3-CARBOXAMIDE,,SmallMoleculeDrug,,,1116191,99443663,,,665,,,,"",,,,,,950568,,
DB07193,"(2R,3R)-7-(methylsulfonyl)-3-(2,4,5-trifluorophenyl)-1,2,3,4-tetrahydropyrido[1,2-a]benzimidazol-2-amine",,SmallMoleculeDrug,,,11710963,99443664,,,677,,,,"",,,,,,9885685,,
DB07194,"2-{2-[(3,5-dimethylphenyl)amino]pyrimidin-4-yl}-N-[(1S)-2-hydroxy-1-methylethyl]-4-methyl-1,3-thiazole-5-carboxamide",,SmallMoleculeDrug,,,25113172,99443665,,,685,,,,"",,,,,,24714373,50275935,
DB07195,"4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-6,8,9-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",,SmallMoleculeDrug,,,6857699,99443666,,,689,,,,"",,,,,,5257033,,
DB07196,N-methyl-1-(2-thiophen-2-ylphenyl)methanamine,,SmallMoleculeDrug,,,7060565,99443667,,,692,,,,"",,,,,,5416621,50294171,
DB07197,4-BROMO-3-(CARBOXYMETHOXY)-5-(4-HYDROXYPHENYL)THIOPHENE-2-CARBOXYLIC ACID,,SmallMoleculeDrug,,,9547958,99443668,,,694,,,,"",,,,,,7826889,14250,
DB07198,5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-CARBONITRILE,,SmallMoleculeDrug,,,656952,99443669,,,697,,,,"",,,,,,571192,50152624,
DB07199,"(2S,4S,5R)-1-(4-TERT-BUTYLBENZOYL)-2-ISOBUTYL-5-(1,3-THIAZOL-2-YL)PYRROLIDINE-2,4-DICARBOXYLIC ACID",,SmallMoleculeDrug,,,15991559,99443670,,,698,,,,"",,,,,,13122494,,
DB07200,"(2S,4S,5R)-2-ISOBUTYL-5-(2-THIENYL)-1-[4-(TRIFLUOROMETHYL)BENZOYL]PYRROLIDINE-2,4-DICARBOXYLIC ACID",,SmallMoleculeDrug,,,5275422,99443671,,,699,,,,"",,,,,,4439526,50162519,
DB07201,(2S)-3-[(9H-fluoren-9-ylideneamino)oxy]-2-methylpropanoic acid,,SmallMoleculeDrug,,,46937059,99443672,,,6BD,,,,"",,,,,,25057678,,
DB07202,6-CHLORO-3-(3-METHYLISOXAZOL-5-YL)-4-PHENYLQUINOLIN-2(1H)-ONE,,SmallMoleculeDrug,,,11221386,99443673,,,6C3,,,,"",,,,,,22376358,17751,
DB07203,6-CYCLOHEXYLMETHOXY-2-(3'-CHLOROANILINO) PURINE,,SmallMoleculeDrug,,,4565,99443674,,,6CP,,,,"",,,,,,4405,5531,
DB07204,"(1S)-1-(1H-INDOL-3-YLMETHYL)-2-(2-PYRIDIN-4-YL-[1,7]NAPHTYRIDIN-5-YLOXY)-EHYLAMINE",,SmallMoleculeDrug,,,6914614,99443675,,,6EA,,,,"",,,,,,5290494,15066,
DB07205,N6-ISOPENTENYL-ADENOSINE-5'-MONOPHOSPHATE,,SmallMoleculeDrug,,,10180201,99443676,,,6IA,,,,"",,,,,,8355704,,
DB07206,6-[2-(1H-INDOL-6-YL)ETHYL]PYRIDIN-2-AMINE,,SmallMoleculeDrug,,,11586735,99443677,,,6IP,,,,"",,,,,,9761499,15779,
DB07207,2-(4-HYDROXY-5-PHENYL-1H-PYRAZOL-3-YL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE,,SmallMoleculeDrug,,,6420178,99443678,,,6NH,,,,"",,,,,,20139330,50182959,
DB07208,"(8E,10S,12Z)-10-hydroxy-6-oxooctadeca-8,12-dienoic acid",,SmallMoleculeDrug,,,46937060,99443679,,,6OB,,,,"",,,,,,25056835,,
DB07209,"(8R,9Z,12Z)-8-hydroxy-6-oxooctadeca-9,12-dienoic acid",,SmallMoleculeDrug,,,46937061,99443680,,,6OC,,,,"",,,,,,25059043,,
DB07210,"3-bromo-5-phenyl-N-(pyridin-4-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine",,SmallMoleculeDrug,,,10339710,99443681,,,6SC,,,,"",,,,,,8515169,105234,
DB07211,(2R)-2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}PROPENE-1-SULFONAMIDE,,SmallMoleculeDrug,,,10095865,99443682,,,701,,,,"",,,,,,8271400,50206984,
DB07212,N-(7-CARBAMIMIDOYL-NAPHTHALEN-1-YL)-3-HYDROXY-2-METHYL-BENZAMIDE,,SmallMoleculeDrug,,,6852140,99443683,,,709,,,,"",,,,,,5254597,,
DB07213,"(5-{3-[5-(PIPERIDIN-1-YLMETHYL)-1H-INDOL-2-YL]-1H-INDAZOL-6-YL}-2H-1,2,3-TRIAZOL-4-YL)METHANOL",,SmallMoleculeDrug,,,16058617,99443684,,,710,,,,"",,,,,,22376375,12131,
DB07215,"2-METHYL-2-(4-{[({4-METHYL-2-[4-(TRIFLUOROMETHYL)PHENYL]-1,3-THIAZOL-5-YL}CARBONYL)AMINO]METHYL}PHENOXY)PROPANOIC ACID",,SmallMoleculeDrug,,,9956726,99443686,,,735,,,,"",,,,,,8132335,28706,
DB07216,"(11S)-8-CHLORO-11-[1-(METHYLSULFONYL)PIPERIDIN-4-YL]-6-PIPERAZIN-1-YL-11H-BENZO[5,6]CYCLOHEPTA[1,2-B]PYRIDINE",,SmallMoleculeDrug,,,9547909,99443687,,,736,,,,"",,,,,,7826847,,
DB07217,"N-(3-cyano-4,5,6,7-tetrahydro-1-benzothien-2-yl)-2-fluorobenzamide",,SmallMoleculeDrug,,,766948,99443688,40300,,738,,,,"",,,,,,670663,50411413,
DB07218,"6-CHLORO-9-HYDROXY-1,3-DIMETHYL-1,9-DIHYDRO-4H-PYRAZOLO[3,4-B]QUINOLIN-4-ONE",,SmallMoleculeDrug,,,6540289,99443689,,,73Q,,,,"",,,,,,5022688,15868,
DB07219,"BENZYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE",,SmallMoleculeDrug,,,22850133,99443690,,,73V,,,,"",,,,,,18741757,16504,
DB07220,"N-[5-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-1H-INDAZOL-3-YL]-2-(4-PIPERIDIN-1-YLPHENYL)ACETAMIDE",,SmallMoleculeDrug,,,10138993,99443691,,,740,,,,"",,,,,,8314505,50237845,
DB07221,"(2,2-DIPHOSPHONOETHYL)(DODECYL)DIMETHYLPHOSPHONIUM",,SmallMoleculeDrug,,,24836815,99443692,,,742,,,,"",,,,,,22376377,,
DB07222,(3S)-N-(5-CHLORO-2-METHYLPHENYL)-1-CYCLOHEXYL-5-OXOPYRROLIDINE-3-CARBOXAMIDE,,SmallMoleculeDrug,,,6920596,99443693,,,744,,,,"",,,,,,5295616,,
DB07223,"METHYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE",,SmallMoleculeDrug,,,6610318,99443694,,,74M,,,,"",,,,,,5042571,16503,
DB07224,"N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ALANINE",,SmallMoleculeDrug,,,23647358,99443695,,,75V,,,,"",,,,,,25056578,16499,
DB07225,"N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ISOLEUCINE",,SmallMoleculeDrug,,,46937062,99443696,,,76V,,,,"",,,,,,25060305,,
DB07226,"N-[4-(2-CHLOROPHENYL)-1,3-DIOXO-1,2,3,6-TETRAHYDROPYRROLO[3,4-C]CARBAZOL-9-YL]FORMAMIDE",,SmallMoleculeDrug,,,24778473,99443697,,,770,,,,"",,,,,,22376381,,
DB07227,4-[(5-{[4-(3-CHLOROPHENYL)-3-OXOPIPERAZIN-1-YL]METHYL}-1H-IMIDAZOL-1-YL)METHYL]BENZONITRILE,,SmallMoleculeDrug,,,216454,99443698,,,778,,,,"",,,,,,187601,50097071,
DB07228,1-(5-CHLORO-2-METHOXYPHENYL)-3-{6-[2-(DIMETHYLAMINO)-1-METHYLETHOXY]PYRAZIN-2-YL}UREA,,SmallMoleculeDrug,,,23657800,99443699,,,77A,,,,"",,,,,,25059117,,
DB07229,"3-{5-[AMINO(IMINIO)METHYL]-1H-INDOL-2-YL}-5-METHOXY-1,1'-BIPHENYL-2-OLATE",,SmallMoleculeDrug,,,447492,99443700,,,783,,,,"",,,,,,394575,14337,
DB07230,3-BROMO-6-HYDROXY-2-(4-HYDROXYPHENYL)-1H-INDEN-1-ONE,,SmallMoleculeDrug,,,10286462,99443701,,,789,,,,"",,,,,,8461931,50166754,
DB07231,"N-({(2S,3S)-3-[(BENZYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINE",,SmallMoleculeDrug,,,23647361,99443702,,,78A,,,,"",,,,,,25056628,16502,
DB07232,Veliparib,912444-00-9,SmallMoleculeDrug,,,11960529,99443703,62880,PA166131609,78P,,,,"",,,Veliparib,,,10134775,27135,
DB07233,N-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}-5-methyl-D-tryptophan,,SmallMoleculeDrug,,,42627769,99443704,,,792,,,,"",,,,,,24720685,50279256,
DB07234,"3-{[(1R)-1-phenylethyl]amino}-4-(pyridin-4-ylamino)cyclobut-3-ene-1,2-dione",,SmallMoleculeDrug,,,15295578,99443705,,,793,,,,"",,,,,,24693191,50259376,
DB07235,"N-[(1S)-2-AMINO-1-(2,4-DICHLOROBENZYL)ETHYL]-5-[2-(METHYLAMINO)PYRIMIDIN-4-YL]THIOPHENE-2-CARBOXAMIDE",,SmallMoleculeDrug,,,16043304,99443706,,,796,,,,"",,,,,,13171845,50188913,
DB07236,3-(6-HYDROXY-NAPHTHALEN-2-YL)-BENZO[D]ISOOXAZOL-6-OL,,SmallMoleculeDrug,,,4369551,99443707,,,797,,,,"",,,,,,11315018,50154137,
DB07237,{4-[(2R)-pyrrolidin-2-ylmethoxy]phenyl}(4-thiophen-3-ylphenyl)methanone,,SmallMoleculeDrug,,,44129624,99443708,,,798,,,,"",,,,,,24626134,50294162,
DB07238,Nesbuvir,691852-58-1,SmallMoleculeDrug,,,11561383,99443709,,,79Z,,,,"",,,,,,9736157,,
DB07239,7-(aminomethyl)-6-(2-chlorophenyl)-1-methyl-1H-benzimidazole-5-carbonitrile,,SmallMoleculeDrug,,,11572962,99443710,,,7AC,,,,"",,,,,,9747732,50375237,
DB07240,3-[(9H-fluoren-9-ylideneamino)oxy]propanoic acid,,SmallMoleculeDrug,,,15627868,99443711,,,7BD,,,,"",,,,,,23128687,,
DB07241,"7-carboxy-5-hydroxy-12,13-dihydro-6H-indolo[2,3-a]pyrrolo[3,4-c]carbazole",,SmallMoleculeDrug,,,46937063,99443712,,,7CK,,,,"",,,,,,22376385,,
DB07242,"(4R)-7,8-dichloro-1',9-dimethyl-1-oxo-1,2,4,9-tetrahydrospiro[beta-carboline-3,4'-piperidine]-4-carbonitrile",,SmallMoleculeDrug,,,24851688,99443713,,,7CP,,,,"",,,,,,25056752,,
DB07243,"(3-ENDO)-8-METHYL-8-AZABICYCLO[3.2.1]OCT-3-YL 1H-PYRROLO[2,3-B]PYRIDINE-3-CARBOXYLATE",,SmallMoleculeDrug,,,24752838,99443714,,,7CS,,,,"",,,,,,26325953,,
DB07244,"5-{4-[(3,5-DIFLUOROBENZYL)AMINO]PHENYL}-6-ETHYLPYRIMIDINE-2,4-DIAMINE",,SmallMoleculeDrug,,,6914633,99443715,,,7IG,,,,"",,,,,,5290513,18036,
DB07245,6-[2-(3'-METHOXYBIPHENYL-3-YL)ETHYL]PYRIDIN-2-AMINE,,SmallMoleculeDrug,,,11659487,99443716,,,7IP,,,,"",,,,,,9834222,15780,
DB07246,"(2R)-2-AMINO-3,3,3-TRIFLUORO-N-HYDROXY-2-{[(4-PHENOXYPHENYL)SULFONYL]METHYL}PROPANAMIDE",,SmallMoleculeDrug,,,16129579,99443717,,,7MR,,,,"",,,,,,17286395,,
DB07247,"[2'-HYDROXY-3'-(1H-PYRROLO[3,2-C]PYRIDIN-2-YL)-BIPHENYL-3-YLMETHYL]-UREA",,SmallMoleculeDrug,,,15942655,99443718,,,7NH,,,,"",,,,,,13085324,14864,
DB07248,"7-PYRIDIN-2-YL-N-(3,4,5-TRIMETHOXYPHENYL)-7H-PYRROLO[2,3-D]PYRIMIDIN-2-AMINE",,SmallMoleculeDrug,,,11957393,99443719,,,7PY,,,,"",,,,,,10131648,50182010,
DB07249,"N-(5-chloro-1,3-benzodioxol-4-yl)-6-methoxy-7-(3-piperidin-1-ylpropoxy)quinazolin-4-amine",,SmallMoleculeDrug,,,5330197,99443720,,,7X1,,,,"",,,,,,4487348,6219,
DB07250,"N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3,4,5- TRIMETHOXYPHENYL)PYRIMIDINE-2,4-DIAMINE",,SmallMoleculeDrug,,,24836813,99443721,,,7X2,,,,"",,,,,,22376395,25205,
DB07251,"N'-(3-CHLORO-4-METHOXY-PHENYL)-N-(3,4,5-TRIMETHOXYPHENYL)-1,3,5-TRIAZINE-2,4-DIAMINE",,SmallMoleculeDrug,,,24836812,99443722,,,7X3,,,,"",,,,,,22376396,25202,
DB07252,"3-({4-[(5-chloro-1,3-benzodioxol-4-yl)amino]pyrimidin-2-yl}amino)benzenesulfonamide",,SmallMoleculeDrug,,,25011728,99443723,,,7X4,,,,"",,,,,,23315061,25223,
DB07253,"N'-(5-chloro-1,3-benzodioxol-4-yl)-N-(3-methylsulfonylphenyl)pyrimidine-2,4-diamine",,SmallMoleculeDrug,,,25011729,99443724,,,7X5,,,,"",,,,,,23315020,25226,
DB07254,"N-[3-[[4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL]AMINO]PHENYL]METHANESULFONAMIDE",,SmallMoleculeDrug,,,25011730,99443725,,,7X6,,,,"",,,,,,24706946,50293237,
DB07255,"N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3-MORPHOLIN-4-YLPHENYL)PYRIMIDINE-2,4-DIAMINE",,SmallMoleculeDrug,,,25011731,99443726,,,7X7,,,,"",,,,,,23314982,25229,
DB07256,"3-({4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL}AMINO)BENZAMIDE",,SmallMoleculeDrug,,,24861080,99443727,,,7X8,,,,"",,,,,,24711440,50293238,
DB07257,"4-(2-chlorophenyl)-8-(2-hydroxyethyl)-6-methylpyrrolo[3,4-e]indole-1,3(2H,6H)-dione",,SmallMoleculeDrug,,,11602832,99443728,,,809,,,,"",,,,,,9777588,,
DB07258,(R)-pyridin-4-yl[4-(2-pyrrolidin-1-ylethoxy)phenyl]methanol,,SmallMoleculeDrug,,,44129623,99443729,,,80A,,,,"",,,,,,25059095,,
DB07259,1-(4-thiophen-2-ylphenyl)methanamine,,SmallMoleculeDrug,,,2776332,99443730,,,80G,,,,"",,,,,,2056650,50294165,
DB07260,N-benzyl-4-[(2R)-pyrrolidin-2-ylmethoxy]aniline,,SmallMoleculeDrug,,,44129620,99443731,,,812,,,,"",,,,,,24633695,50294163,
DB07261,"THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [1-(1-AMINO-ISOQUINOLIN-7-YLMETHYL)-2-OXO-PYRROLDIN-3-YL]-AMIDE",,SmallMoleculeDrug,,,445480,99443732,,,815,,,,"",,,,,,393111,14058,
DB07262,1-{[N-(1-IMINO-GUANIDINO-METHYL)]SULFANYLMETHYL}-3-TRIFLUOROMETHYL-BENZENE,,SmallMoleculeDrug,,,9543472,99443733,,,817,,,,"",,,,,,7822426,18052,
