DrugBank ID,Accession Numbers,Common name,CAS,UNII,Synonyms,Standard InChI Key
DB03346,EXPT02524,"3,5,3',5'-Tetrachloro-Biphenyl-4,4'-Diol",,OHS8K6J04I,"",YCYDXOVJXVALHY-UHFFFAOYSA-N
DB03347,EXPT03038,Triethyl Phosphate,,QIH4K96K7J,"",DQWPFSLDHJDLRL-UHFFFAOYSA-N
DB03348,EXPT01794,Huperzine B,103548-82-9,,HUB | HupB,YYWGABLTRMRUIT-HWWQOWPSSA-N
DB03349,EXPT00332,8-Bromo-Adenosine-5'-Monophosphate,,,"",DNPIJKNXFSPNNY-UUOKFMHZSA-N
DB03350,EXPT02313,Cobalt Hexammine Ion,,,Cobalt Hexammine(III) | hexaamminecobalt(3+),DYLMFCCYOUSRTK-UHFFFAOYSA-N
DB03351,EXPT02031,Sri-9439,,,"",KMSATRJZEXNGDP-UHFFFAOYSA-N
DB03352,EXPT01037,S-Arsonocysteine,"",,CSR,XSWAJYRRDHPZDP-REOHCLBHSA-N
DB03353,EXPT01870,2-Iminobiotin,13395-35-2,HXH71NRQ5C,"Guanidinobiotin | Hexahydro-2-imino-1h-thieno(3,4-d)imidazole-4-pentanoic acid",WWVANQJRLPIHNS-ZKWXMUAHSA-N
DB03354,EXPT02455,"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Oxadiazole",,,"",HCSFWJQLIPWUFZ-JAJWTYFOSA-N
DB03355,EXPT03121,5'-O-(N-(L-Threonyl)-Sulfamoyl)Adenosine,,,"",UPVAPSGKXAAHBG-CKTDUXNWSA-N
DB03357,EXPT02923,(S)-Mandelic acid,17199-29-0,L0UMW58G3T,(S)-2-Hydroxy-2-phenylacetic acid | (S)-Mandelsäure | (S)-α-hydroxybenzeneacetic acid | L-mandelic acid,IWYDHOAUDWTVEP-ZETCQYMHSA-N
DB03358,EXPT02169,7n-Methyl-8-Hydroguanosine-5'-Triphosphate,,,"",BUJQMJUTTBGELS-KQYNXXCUSA-N
DB03359,EXPT02285,"M-(N,N,N-Trimethylammonio)-2,2,2-Trifluoro-1,1-Dihydroxyethylbenzene",,,"",KGVDBJQLTHWAJF-UHFFFAOYSA-N
DB03360,EXPT02279,N-Acetylproline,68-95-1,CC8XZ138VZ,(2S)-1-acetylpyrrolidine-2-carboxylic acid | (S)-(-)-N-acetylproline | (S)-1-acetylpyrrolidine-2-carboxylic acid | (S)-N-acetylproline | 1-acetylproline | Acetyl proline | N-acetyl-L-proline,GNMSLDIYJOSUSW-LURJTMIESA-N
DB03361,EXPT01719,"2-{(9as)-9a-[(1s)-1-Hydroxyethyl]-2,7-Dimethyl-9a,10-Dihydro-5h-Pyrimido[4,5-D][1,3]Thiazolo[3,2-a]Pyrimidin-8-Yl}Ethyl Trihydrogen Diphosphate",,,"",UQFVHIGKDHNMJT-XPTSAGLGSA-N
DB03362,EXPT02189,N-Dimethyl-Lysine,,,"",XXEWFEBMSGLYBY-ZETCQYMHSA-N
DB03363,EXPT00368 | EXPT02282 | DB03969,3-Acetylpyridine Adenine Dinucleotide,,,"",KPVQNXLUPNWQHM-RBEMOOQDSA-N
DB03364,EXPT00877,N-Carbamyl-D-Methionine,,,"",DEWDMTSMCKXBNP-SCSAIBSYSA-N
DB03365,EXPT01289,"4-[3-Hydroxyanilino]-6,7-Dimethoxyquinazoline",,,"",BNDYIYYKEIXHNK-UHFFFAOYSA-N
DB03366,EXPT01865,Imidazole,288-32-4,7GBN705NH1,"",RAXXELZNTBOGNW-UHFFFAOYSA-N
DB03367,EXPT02553,PF-00356231,,,3-phenyl-3-({[4-(4-pyridin-4-ylphenyl)thien-2-yl]carbonyl}amino)propanoic acid,VMTJQZUZINLEKC-JOCHJYFZSA-N
DB03368,EXPT01778,"5-Methyl-5-(4-Phenoxy-Phenyl)-Pyrimidine-2,4,6-Trione",,,"",RTBMLCLTYAPKIF-UHFFFAOYSA-N
DB03369,EXPT00353,9-Aminophenanthrene,,7M9M5KM2XY,"",KIHQWOBUUIPWAN-UHFFFAOYSA-N
DB03370,EXPT01486,FR239087,,,"",HCJYSIGJDKNVRU-TVQRCGJNSA-N
DB03371,EXPT00553,Modified Ribosylated Glutamyl Ester,,,"",DAZJIIGIBQQBAL-WLUSSPCKSA-N
DB03372,EXPT02171,"3-Mercapto-1-(1,3,4,9-Tetrahydro-B-Carbolin-2-Yl)-Propan-1-One",,,"",UGWLHSPOMCORRH-UHFFFAOYSA-N
DB03373,EXPT00295,ZK-806711,,,"",JABMRQOJSAZJAD-QRQIAZFYSA-O
DB03374,EXPT03137,"3,5-Diiodotyrosine",300-39-0,6L57Q44ZWW,"",NYPYHUZRZVSYKL-ZETCQYMHSA-N
DB03376,EXPT00374,'5'-O-(N-(L-Alanyl)-Sulfamoyl)Adenosine,,48GG0U2X78,"",CWWYMWDIYBJVLP-YTMOPEAISA-N
DB03378,EXPT02039,"4-Amino-1-[(1s,3r,4r,7s)-7-Hydroxy-1-(Hydroxymethyl)-2,5-Dioxabicyclo[2.2.1]Hept-3-Yl]-5-Methylpyrimidin-2(1h)-One",,,"",
DB03379,EXPT00189,2-Carboxyethylphosphonic Acid,,,"",NLBSQHGCGGFVJW-UHFFFAOYSA-N
DB03380,EXPT03135,L-Tyrosinamide,4985-46-0,05LU01CS4T,L-Tyrosine amide | Tyrosinamide,PQFMNVGMJJMLAE-QMMMGPOBSA-N
DB03381,EXPT02611,Hexadecanal,629-80-1,WQD27655QE,16-Hexadecanal | N-hexadecanal | Palmitaldehyde | Palmitoyl | Palmitoyl aldehyde | PLM | PLY,NIOYUNMRJMEDGI-UHFFFAOYSA-N
DB03382,EXPT01041,S-oxy-L-cysteine,,,3-(oxidosulfanyl)-L-alanine | cysteine S-oxide | cysteine sulfoxide | cysteine sulphoxide | L-cysteine S-oxide | L-cysteine sulfoxide | L-cysteine sulphoxide | S-oxo-L-cysteine | S-oxocysteine,BHLMCOCHAVMHLD-REOHCLBHSA-N
DB03383,EXPT00907,5-Chloro-1h-Indole-2-Carboxylic Acid [1-(4-Fluorobenzyl)-2-(4-Hydroxypiperidin-1yl)-2-Oxoethyl]Amide,,FKX709RK3Q,"",YDCGVASFVACWKF-NRFANRHFSA-N
DB03384,EXPT01514,Fica,,,"",JFUIHGAGFMFNRD-UHFFFAOYSA-N
DB03385,EXPT00221,4-Methylimidazole,,Q64GF9FV4I,"",XLSZMDLNRCVEIJ-UHFFFAOYSA-N
DB03386,EXPT00213,4-Fluorotryptophane,"",,"",DEBQMEYEKKWIKC-QMMMGPOBSA-N
DB03387,EXPT01751,N-Hydroxy-N-Isopropyloxamic Acid,,,"",QVIOSGUKMDGWNN-UHFFFAOYSA-N
DB03388,EXPT01957,"3-[(2,4-Dichlorobenzoyl)(Isopropyl)Amino]-5-Phenylthiophene-2-Carboxylic Acid",,,"",UKNZREOUDLFUFF-UHFFFAOYSA-N
DB03389,EXPT03270,alpha-D-Xylopyranose,"",C791ZE5K1W,"",SRBFZHDQGSBBOR-LECHCGJUSA-N
DB03390,EXPT02679,N-Propyl-Tartramic Acid,,,"",LNEZKQHJUNIZIS-RFZPGFLSSA-N
DB03391,EXPT00904,Chromophore (Met-Tyr-Gly),,,"",NRAOUAPLRQEFMH-OEMOTLHWSA-N
DB03392,EXPT01599,"(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yl)-Phosphoramidic Acid Dimethyl Ester",,,"",LJBUJRWZZYUNKX-JAJWTYFOSA-N
DB03393,EXPT02889,"(3s,6s,9r,10r,11s,12s,13e,15e,18s,21s)-18-{(1e,3e,7s,8s)-9-[(2s,3r,4s,5s,6r,9s,11s)-9-Ethyl-4-Hydroxy-3,5,11-Trimethyl-8-Oxo-1-Oxa-7-Azaspiro[5.5]Undec-2-Yl]-8-Hydroxy-1,7-Dimethylnona-1,3-Dienyl}-10,12-Dihydroxy-3-(3-Hydroxybenzyl)-6-Isopropyl-11-Methyl-",,,"",ONJZYZYZIKTIEG-CFBQITSMSA-N
DB03395,EXPT03298,Enalkiren,113082-98-7,0U7YZ42Z47,"",KQXVERRYBYGQJZ-WRPDIKACSA-N
DB03396,EXPT03029,"(E)-(2r,3r,4s,5r)-3,4,5-Trihydroxy-2-Methoxy-8,8-Dimethyl-Non-6-Enoic Acid ((3s,6r)-6-Hydroxy-2-Oxo-Azepan-3-Yl)-Amide",,,"",FVBBTOIQETYGOA-SDNORSGYSA-N
DB03397,EXPT03168,Uridine-Diphosphate-N-Acetylglucosamine,,,"",LFTYTUAZOPRMMI-CFRASDGPSA-N
DB03399,EXPT01344,Ethyl Isocyanide,,,"",JEGVKBYNUPNGJU-UHFFFAOYSA-N
DB03400,EXPT02648,3-(P-Tolyl)Propionic Acid,,,"",LDYGRLNSOKABMM-UHFFFAOYSA-N
DB03401,EXPT01811,"1D-myo-inositol 1,4,5-trisphosphate",85166-31-0,,"1,4,5-Insp3 | D-myo-Inositol 1,4,5-trisphosphate | D-myo-Inositol-1,4,5-triphosphate | Inositol 1,4,5-trisphosphate | Ins(1,4,5)P3 | InsP3 | IP3",MMWCIQZXVOZEGG-XJTPDSDZSA-N
DB03402,EXPT01989,"1,2-Di-1-(3,7,11,15-Tetramethyl-Hexadecane)-Sn-Glycero-3-Phosphate",,,"",UKQGAMWGTOTQPC-ALOLAALWSA-N
DB03403,EXPT00796,Cytidine-5'-Monophosphate,63-37-6,F469818O25,5'-CMP | CMP | Cytidine monophosphate | cytidylate | Cytidylic acid | pC,IERHLVCPSMICTF-XVFCMESISA-N
DB03404,EXPT01720,Hemin,16009-13-5,743LRP9S7N,chloro(protoporphyrinato)iron(III) | Hämin | hémine | protohemin,
DB03405,EXPT02520,1-[N[(Phenylmethoxy)Carbonyl]-L-Leucyl-4-[[N/N-[(Phenylmethoxy)Carbonyl]-/Nl-Leucyl]Amino]-3-Pyrrolidinone/N,,,"",GXENQLUSOCKXDN-GMQQYTKMSA-N
DB03406,EXPT02101,O1-Methyl-4-Deoxy-4-Thio-Alpha-D-Glucose,,,"",PFROTWRHYMLGHR-GKHCUFPYSA-N
DB03407,EXPT00222,4-Nitrocatechol,3316-09-4,SW60NG75EN,"",XJNPNXSISMKQEX-UHFFFAOYSA-N
DB03408,EXPT00168,gamma-Glutamylcysteine,636-58-8,M984VJS48P,5-L-Glutamyl-L-cysteine | gamma-Glu-Cys | gamma-L-Glutamyl-L-cysteine | Glu(-Cys) | L-gamma-glutamyl-L-cysteine | L-gamma-Glutamylcysteine | γGluCys,RITKHVBHSGLULN-WHFBIAKZSA-N
DB03409,EXPT02426,Octahydroindole-2-Carboxylic Acid,,9ID44U804I,"",CQYBNXGHMBNGCG-FXQIFTODSA-N
DB03410,EXPT00215,4-hydroxycoumarin,1076-38-6,X954ZLL2RD,4-coumarinol | 4-Hydroxy-1-Benzopyran-2-One | 4-hydroxy-2H-1-benzopyran-2-one | 4-hydroxychromen-2-one | benzotetronic acid,VXIXUWQIVKSKSA-UHFFFAOYSA-N
DB03411,EXPT01875,"2-Hydroxymethyl-Pyrrolidine-3,4-Diol",,,"",OQEBIHBLFRADNM-YUPRTTJUSA-N
DB03412,EXPT02015,6-hydroxy-L-norleucine,,874D12O72W,"",OLUWXTFAPJJWPL-YFKPBYRVSA-N
DB03413,EXPT01297,Deoxyuridine-5'-Diphosphate,,,"",QHWZTVCCBMIIKE-SHYZEUOFSA-N
DB03414,EXPT02038,5-Thio-a/B-D-Mannopyranosylamine,,,"",FGVRMLQUWLZGLJ-PQMKYFCFSA-N
DB03415,EXPT01029,3-Thiaoctanoyl-Coenzyme A,,,"",JMFXDZKFFYUOAN-SVHODSNWSA-N
DB03416,EXPT03096,Thiamine(1+) monophosphate,10023-48-0,71F2V60NN0,"",HZSAJDVWZRBGIF-UHFFFAOYSA-N
DB03417,EXPT00047,1-(4-Tert-Butylcarbamoyl-Piperazine-1-Carbonyl)-3-(3-Guanidino-Propyl)-4-Oxo-Azetidine-2-Carboxylic Acid,,,"",BVNQCAHTTOIOEK-STQMWFEESA-N
DB03418,EXPT01144,Diacetyldeuteroheme,,,"",YTEJZYYPHLALHQ-IDTMDVKXSA-K
DB03419,EXPT03201,Uracil,66-22-8,56HH86ZVCT,"",ISAKRJDGNUQOIC-UHFFFAOYSA-N
DB03420,EXPT01624,"2,4-Deoxy-4-Guanidino-5-N-Acetyl-Neuraminic Acid",,,"",DAAUVSVERFXBSX-IHICSVBISA-N
DB03421,EXPT01806,"2-Phenethyl-2,3-Dihydro-Phthalazine-1,4-Dione",,,"",JSSVIGGKHIJEHO-UHFFFAOYSA-N
DB03422,EXPT03153,"1,3-Thiazole-4-Carboxylic Acid",,,"",HMVYYTRDXNKRBQ-UHFFFAOYSA-N
DB03423,EXPT02843,S-Adenosyl-L-Homoselenocysteine,,,"",UVSMMLABJBJNGH-WFMPWKQPSA-N
DB03424,EXPT00673,Ubenimex,58970-76-6,I0J33N5627,Bestatin,VGGGPCQERPFHOB-RDBSUJKOSA-N
DB03425,EXPT02986,"2s,4r-4-Methylglutamate",,,"",KRKRAOXTGDJWNI-DMTCNVIQSA-M
DB03426,EXPT01176,Digalactosyl Diacyl Glycerol (Dgdg),,,"",LDQFLSUQYHBXSX-HXXRYREZSA-N
DB03427,EXPT00577,Delta-(L-Alpha-Aminoadipoyl)-L-Cysteinyl-D-Vinylglycine,,,"",JJJCGQKXGIRXKN-YIZRAAEISA-N
DB03428,EXPT02974,SU9516,,,"",QNUKRWAIZMBVCU-WCIBSUBMSA-N
DB03429,EXPT00874,Cardiolipin,,,CDL | Diphosphatidyl Glycerol | Diphosphatidylglycerol,XVTUQDWPJJBEHJ-KZCWQMDCSA-N
DB03430,EXPT01197,(2s)-Hydroxy(4-Hydroxyphenyl)Ethanenitrile,,9BAR4IH1OD,"",HOOOPXDSCKBLFG-MRVPVSSYSA-N
DB03432,EXPT00706,Beta-Amino Isobutyrate,,,"",QCHPKSFMDHPSNR-GSVOUGTGSA-M
DB03433,EXPT00153,{3-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Amino]-2-Methyl-Propyl}-Phosphonic Acid,,,"",JMZWWHLIKAYMPJ-SSDOTTSWSA-N
DB03434,EXPT02224,3[N-Morpholino]Propane Sulfonic Acid,,273BP63NV3,"",DVLFYONBTKHTER-UHFFFAOYSA-N
DB03435,EXPT03172,Uridine-5'-Diphosphate,58-98-0,5G0F599A1Y,"",XCCTYIAWTASOJW-XVFCMESISA-N
DB03436,EXPT01562,Gallichrome,,,"",BEDMDXBTNSVNGS-NIAPTITASA-N
DB03437,EXPT02521,"2-{1-[2-(2-Amino-Thiazol-4-Yl)-2-Methoxyimino-Acetylamino]-2-Oxo-Ethyl}-5,5-Dimethyl-Thiazolidine-4-Carboxylic Acid",,,"",YVNKGXXVZIQNIV-RKMXGKDGSA-N
DB03438,EXPT02571,Lysophosphatidylglycerol,,,"",BVJSKAUUFXBDOB-SFTDATJTSA-M
DB03439,EXPT00456,"4,6-dideoxy-4-amino-alpha-D-glucose",,,"",RJKBJEZZABBYBA-DVKNGEFBSA-N
DB03440,EXPT00027,N-Hexadecanoylglycine,,M6V3RIU5KI,"",KVTFEOAKFFQCCX-UHFFFAOYSA-N
DB03441,EXPT00709,2-Benzyl-3-Iodopropanoic Acid,,,"",CRYXPGIJLMKFPX-VIFPVBQESA-N
DB03442,EXPT00150,2-[5-Hydroxy-3-Methyl-1-(2-Methyl-4-Sulfo-Phenyl)-1h-Pyrazol-4-Ylazo]-4-Sulfo-Benzoic Acid,,83Y199VAOL,"",NOQURKNIKJDEPW-FMQUCBEESA-N
DB03443,EXPT00740,Bis(5-Amidino-Benzimidazolyl)Methanone Zinc,,,"",ZZTKUHCUDLEGEN-UHFFFAOYSA-N
DB03444,EXPT00759,"(3e)-6'-Bromo-2,3'-Biindole-2',3(1h,1'h)-Dione 3-Oxime",,,"",DDLZLOKCJHBUHD-WAVHTBQISA-N
DB03445,EXPT03016,"(3S)-3-(dioxidosulfanyl)-N-[(1E)-3-oxoprop-1-en-1-yl]-4-(1H-1,2,3-triazol-1-yl)-D-valine",,,Tazobactam Trans-Enamine Intermediate,ANZZKUOZZHRUQC-QZWDGIGVSA-N
DB03446,EXPT00470,3-Benzylaminocarbonylphenyl-Alpha-D-Galactoside,"",,"BAPG | N-BENZYL-3-(3,4,5-TRIHYDROXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-2-YLOXY)-BENZAMIDE | N-BENZYL-3-(ALPHA-D-GALACTOS-1-YL)-BENZAMIDE",FSMWGHKWKYCPKE-QTVCLEQKSA-N
DB03447,EXPT03196,Uridylyl-2'-5'-Phospho-Adenosine,,,"",QARCCHXXGAIRFS-KPKSGTNCSA-N
DB03448,EXPT03183,2'-Deoxyuridine 3'-Monophosphate,,,"",LXKGKXYIAAKOCT-SHYZEUOFSA-N
DB03449,EXPT00560,N-(4-(2-((3-Chlorophenylmethyl)Amino)Ethyl)Phenyl)-2-Thiophecarboxamidine,,,"",ZZVGLDBDDYESAB-UHFFFAOYSA-N
DB03450,EXPT00891,Cephalothin Group,"",,"",UUWFGEKEQSCSMB-IAQYHMDHSA-N
DB03451,EXPT01970,"1-alpha, 25-dihydroxyl-20-epi-22-oxa-24, 26 ,27-trihomovitamin D3",,9G3DCA3958,"",KLZOTDOJMRMLDX-YBBVPDDNSA-N
DB03452,EXPT02910,3-Trimethylsilylsuccinic Acid,,,"",RTXZCZFAAYFFKF-UHFFFAOYSA-N
DB03453,EXPT01490,(R)—N[2-[1-(aminoiminomethyl)-3-piperidinyl]-1-oxoethyl]-4-(phenylethynyl)-l-phenylalanine methylester,,,"",MRNGXYMKYHNMLV-PKTZIBPZSA-N
DB03454,EXPT02120,"3-methyl-benzene-1,2-diol",488-17-5,0HUZ4Q9R8C,"",PGSWEKYNAOWQDF-UHFFFAOYSA-N
DB03455,EXPT02219,(1H-indol-3-yl)-(2-mercapto-ethoxyimino)-acetic acid,"",,"",FJAWIBGKKKXXAL-LLVKDONJSA-N
DB03456,EXPT02301,N2-[(benzyloxy)carbonyl]-n1-[(3S)-1-cyanopyrrolidin-3-yl]-l-leucinamide,"",,"",IMTUSTXBVIALBC-SJORKVTESA-N
DB03458,EXPT02836,"N(4)-adenosyl-N(4)-methyl-2,4-diaminobutanoic acid",111770-79-7,,5'-[N-[(3s)-3-Amino-3-Carboxypropyl]-N-Methylamino]-5'-Deoxyadenosine,JISVTSUBJCPLSV-TWBCTODHSA-N
DB03459,EXPT02494,Sparfosic acid,51321-79-0,78QVZ7RG8L,N-(phosphonacetyl)-L-aspartic acid | N-(phosphonoacetyl)-L-aspartic acid | N-phosphonacetyl-L-aspartic acid | PALA | phosphonoacetyl-L-aspartic acid,ZZKNRXZVGOYGJT-VKHMYHEASA-N
DB03460,EXPT03252,Violaxanthin,126-29-4,51C926029A,all-trans-violaxanthin | trans-violaxanthin | zeaxanthin diepoxide,SZCBXWMUOPQSOX-WVJDLNGLSA-N
DB03461,EXPT02293,2'-Monophosphoadenosine 5'-Diphosphoribose,,,"",XJLXINKUBYWONI-NNYOXOHSSA-N
DB03462,EXPT03032,Thymine,65-71-4,QR26YLT7LT,"",RWQNBRDOKXIBIV-UHFFFAOYSA-N
DB03464,EXPT01459,Formycin-5'-Monophosphate,,,"",PBAHXXBYQACZMA-KSYZLYKTSA-N
DB03466,EXPT00057,BMS184394,"",,"",AYAJZQYENGWICE-QHCPKHFHSA-N
DB03467,EXPT02295,Naringenin,480-41-1,HN5425SBF2,"",FTVWIRXFELQLPI-ZDUSSCGKSA-N
DB03468,EXPT02913,"1,2,3,4-Tetrahydro-Isoquinoline-7-Sulfonic Acid Amide",,,"",UGLLZXSYRBMNOS-UHFFFAOYSA-N
DB03469,EXPT01189,Heme D,,,"",VHULDAGHTVZTRL-YDXXJHAFSA-J
DB03470,EXPT01557,Trypanothione,,,"",PHDOXVGRXXAYEB-VJANTYMQSA-N
DB03471,EXPT00747,6-Phenyl-4(R)-(7-Phenyl-Heptanoylamino)-Hexanoic Acid,,,"",SMNHQYPORNSAQH-HSZRJFAPSA-N
DB03472,EXPT02102,Cyclohexyl-Hexyl-Beta-D-Maltoside,,,"",WUCWJXGMSXTDAV-QKMCSOCLSA-N
DB03473,EXPT02152,N5-Methylglutamine,,,"",ONXPDKGXOOORHB-BYPYZUCNSA-N
DB03474,EXPT02815,Reactive Red 1 Dye,,,"",LOCFSBZWHQIILX-CYYJNZCTSA-N
DB03475,EXPT02752,"1-[4-Carboxy-2-(3-Pentylamino)Phenyl]-5,5'-Di(Hydroxymethyl)Pyrrolidin-2-One",,,"",BNIJJJRESBVRNB-UHFFFAOYSA-N
DB03476,EXPT00296,Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine,,,"",NQRIWXVAIWPBEM-OALUTQOASA-N
DB03477,EXPT02833,1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole,,,"",OYZKFVIVPRQRQQ-UHFFFAOYSA-N
DB03478,EXPT02408,2'-O-Acetyl Adenosine-5-Diphosphoribose,,,"",BFNOPXRXIQJDHO-DLFWLGJNSA-N
DB03479,EXPT01600,"8,9,10-Trihydroxy-7-Hydroxymethyl-3-Methyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione",,,"",RIUIMUSXAGXXON-FMTWGGRWSA-N
DB03480,EXPT00751,Brequinar Analog,,,"",WYKKHJQZENLZID-UHFFFAOYSA-N
DB03481,EXPT01681,"5,10-Dimethylene Tetrahydromethanopterin",,,"",GBMIGEWJAPFSQI-FLVBPUPRSA-N
DB03482,EXPT02776,8-Demethyl-8-Dimethylamino-Flavin-Adenine-Dinucleotide,,,"",UXOZEHHQWXVTPI-MZWSMYJRSA-N
DB03483,EXPT00686,4-Benzoylamino-4-{1-{1-Carbamoyl-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethylcarbamoyl}-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethylcarbamoyl}-Butyric Acid,,,"",UJIWNECQGQOIKP-SDHOMARFSA-N
DB03484,EXPT01637,L-Alpha-Glycerophosphorylethanolamine,,966T5WN0AC,"",JZNWSCPGTDBMEW-YFKPBYRVSA-N
DB03485,EXPT01400,Alpha-D-Fucose,,K15K52FOK4,"",SHZGCJCMOBCMKK-PHYPRBDBSA-N
DB03486,EXPT01632,Phosphomethylphosphonic Acid Guanosyl Ester,,,"",OCJWYBKRHNXUME-KQYNXXCUSA-N
DB03487,EXPT02930,3-Aminosuccinimide,,,"",YDNMHDRXNOHCJH-REOHCLBHSA-N
DB03488,EXPT03157,Uridine-5'-diphosphate-2-deoxy-2-fluoro-alpha-D-galactose,,,"",NGTCPFGWXMBZEP-NQQHDEILSA-N
DB03489,EXPT01966,2-Keto-3-Deoxygluconate,,,"",WPAMZTWLKIDIOP-UCORVYFPSA-N
DB03490,EXPT02030,"3-Pyridin-4-Yl-2,4-Dihydro-Indeno[1,2-.C.]Pyrazole",,,"",NHOACLCXCKJMAK-UHFFFAOYSA-N
DB03491,EXPT01179,2'-Deoxyguanosine-5'-Diphosphate,,,"",CIKGWCTVFSRMJU-KVQBGUIXSA-N
DB03492,EXPT02053 | EXPT01250 | DB04550,"lambda-bis(2,2'-bipyridine)imidazole osmium (II)",,,"delta-bis(2,2'-bipyridine)imidazole osmium (II)",LHAHECCJWGXHOW-UHFFFAOYSA-N
DB03493,EXPT02164,7-Methylguanosine,,5290OM2I6G,"",OGHAROSJZRTIOK-KQYNXXCUSA-O
DB03495,EXPT01820,"4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Alpha-D-Lyxo-Hexopyranosyl-(1->4)-Alpha-D-Threo-Hexopyranosyl-(1->6)-Alpha-L-Threo-Hexopyranose",,,"",FZLCJZILHGFQLM-PISLJJGOSA-N
DB03496,EXPT00998,Alvocidib,146426-40-6,45AD6X575G,Alvocidib freebase | Flavopiridol,BIIVYFLTOXDAOV-YVEFUNNKSA-N
DB03497,EXPT02449,O-Sulfo-L-Serine,,81K4VO7FNP,"",LFZGUGJDVUUGLK-REOHCLBHSA-N
DB03498,EXPT02199,Mercaptomethyl Phosphonate,,,"",MJZCELCYTRONIX-UHFFFAOYSA-L
DB03499,EXPT02188,Malate Ion,,P750Y95K96,"",BJEPYKJPYRNKOW-UWTATZPHSA-N
DB03500,EXPT01377,Tricosanoic Acid,,MUC9A0MS6V,"",XEZVDURJDFGERA-UHFFFAOYSA-N
DB03501,EXPT01576,Galactose-uridine-5'-diphosphate,2956-16-3,,UDP galactose | UDP-alpha-D-galactose | UDP-D-galactopyranose | UDP-galactose | UDP-α-D-galactopyranose | UDP-α-D-galactose | UDPgal | Uridine diphosphate galactose | Uridine diphosphategalactose | Uridine diphosphogalactose | Uridine pyrophosphogalactose | Uridinediphosphogalactose,HSCJRCZFDFQWRP-ABVWGUQPSA-N
DB03502,EXPT01789,(4s)-4-{[(2s)-2-Amino-3-Oxopropyl]Sulfanyl}-L-Homoserinate,,,"",ZGWOKDWPXPPFGS-VAYJURFESA-N
DB03503,EXPT01521,"4-Acetyl-4-Guanidino-6-Methyl(Propyl)Carboxamide-4,5-Dihydro-2h-Pyran-2-Carboxylic Acid",,,"",QPJWMZVTNXFTKV-JMJZKYOTSA-N
DB03504,EXPT02698,"9-Butyl-8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9h-Purin-6-Ylamine",,,"",IVPCTHKPOPQMSX-UHFFFAOYSA-N
DB03505,EXPT01267,"2,6-Diaminoquinazolin-4(3h)-One",,,"",YCRCNZBZUQLULA-UHFFFAOYSA-N
DB03506,EXPT00355,9-Deazaadenine,,,"",YRVFQPBPZCRUDX-UHFFFAOYSA-N
DB03507,EXPT00294,"6-[3-(4-Morpholinyl)Propyl]-2-(3-Nitrophenyl)-5-Thioxo-5,6,-Dihydro-7h-Thienol[2',3':4,5]Pyrrolo[1,2-C]Imidazol-7-One",,,"",UXGUZFZBZPPZGL-UHFFFAOYSA-N
DB03508,EXPT02148,1-Ethoxy-2-(2-Methoxyethoxy)Ethane,,LF64ICW5Y3,"",CNJRPYFBORAQAU-UHFFFAOYSA-N
DB03509,EXPT00973,2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide,,,"",FLYGLPYJEQPCFY-UHFFFAOYSA-N
DB03510,EXPT01873,6-O-Phosphoryl Inosine Monophosphate,,,"",RXRZOKQPANIEDW-KQYNXXCUSA-N
DB03511,EXPT01661 | DB03334,alpha-D-galacturonic acid,6294-16-2,CEP8I6411H,alpha-D-galactopyranuronic acid | α-D-galactopyranuronic acid | α-D-galacturonic acid,AEMOLEFTQBMNLQ-BKBMJHBISA-N
DB03512,EXPT03211,"Uridine-2',3'-Vanadate",,,"",JSPAHXDHRUTBDP-VKTKOMAXSA-L
DB03513,EXPT00151,"(S)-2-Amino-3-(4h-Selenolo[3,2-B]-Pyrrol-6-Yl)-Propionic Acid",,,"",RKIAGDNYTCWCNV-LURJTMIESA-N
DB03514,EXPT01375,2-Methoxy-4-Vinyl-Phenol,,DA069CTH0O,"",YOMSJEATGXXYPX-UHFFFAOYSA-N
DB03515,EXPT01356,Equilenin,,W8FTJ17C4J,"",PDRGHUMCVRDZLQ-WMZOPIPTSA-N
DB03516,EXPT03299,Eniluracil,59989-18-3,2E2W0W5XIU,"5-ethynyl-2,4(1H,3H)-Pyrimidinedione | 5-Ethynyluracil | Compound 776C",JOZGNYDSEBIJDH-UHFFFAOYSA-N
DB03517,EXPT02243,[Methylthio]Acetate,,,"",HGTBAIVLETUVCG-UHFFFAOYSA-M
